order_id,product_id,add_to_cart_order,reordered
3473,6901,15,0
3473,12341,16,1
3473,29223,17,1
3509,24964,1,0
3509,4421,2,1
3938,40646,1,0
3938,5450,2,1
3938,41950,3,0
3938,41329,4,0
3938,5068,5,0
3938,24964,6,1
3938,26209,7,0
4164,4428,1,1
4164,49605,2,1
4164,11703,3,1
4164,13031,4,1
4164,14390,5,1
4164,48395,6,1
4164,48299,7,0
4164,31410,8,1
4164,21050,9,1
4164,17652,10,1
4164,43981,11,0
4164,23579,12,0
4164,24852,13,1
4164,47946,14,1
4164,45656,15,1
4164,12720,16,1
4164,29553,17,0
4164,7736,18,0
4164,3808,19,0
4164,41844,20,0
4164,25569,21,0
4164,19863,22,0
4164,45066,23,1
4164,40216,24,0
4189,5985,1,1
4189,38278,2,1
4269,26321,1,0
4269,24425,2,1
4269,28906,3,0
4269,20514,4,0
4269,47966,5,0
4269,22839,6,0
4269,40310,7,0
4269,35761,8,0
4269,7361,9,0
4309,33232,1,1
4309,45371,2,1
4309,1463,3,1
4309,29584,4,1
4309,5385,5,1
4309,13774,6,1
4309,22128,7,0
4309,30731,8,0
4309,37637,9,0
4309,10107,10,0
4309,22825,11,1
4309,19057,12,0
4309,30720,13,0
4309,42460,14,1
4309,37927,15,1
4309,20119,16,1
4309,37766,17,1
4309,8518,18,0
4309,38739,19,1
4309,5279,20,1
4309,38288,21,0
4309,44368,22,1
4309,13076,23,0
4309,15287,24,0
4347,37029,1,0
4347,16462,2,0
4347,12732,3,0
4347,19731,4,1
4347,13176,5,1
4347,47209,6,1
4347,6972,7,0
4347,18441,8,0
4347,39040,9,0
4347,9839,10,0
4347,6472,11,0
4347,35336,12,0
4347,27413,13,0
4347,16759,14,1
4347,24154,15,0
4347,12340,16,0
4347,46856,17,0
4347,8106,18,0
4361,30827,1,1
4361,44683,2,1
4361,37687,3,1
4361,46802,4,0
4562,21137,1,1
4562,24852,2,1
4562,47280,3,1
4562,117,4,1
4562,45,5,1
4562,30949,6,1
4562,36772,7,1
4562,38689,8,1
4562,25821,9,0
4562,31701,10,0
4562,13113,11,1
4562,42193,12,0
4590,9422,1,1
4590,17795,2,1
4590,33041,3,1
4590,44359,4,1
4590,16797,5,1
4590,34243,6,1
4590,14778,7,1
4590,36651,8,0
4590,26282,9,1
4590,37646,10,0
4633,2151,1,1
4633,12302,2,0
4633,16797,3,1
4633,18104,4,1
4633,22565,5,1
4633,13380,6,1
4633,20208,7,1
4633,27701,8,1
4633,33846,9,0
4633,5819,10,1
4633,6550,11,0
4633,13230,12,1
4633,33199,13,0
4633,41676,14,0
4633,31709,15,0
4633,458,16,0
4633,17167,17,0
4633,17515,18,0
4633,15760,19,0
5466,21220,1,1
5466,8670,2,1
5466,34003,3,1
5466,33003,4,1
5466,17796,5,1
5466,48082,6,1
5466,12013,7,1
5466,18060,8,1
5466,21155,9,1
5466,9425,10,1
5466,27840,11,1
5466,35734,12,1
5466,17044,13,1
5466,47626,14,1
5466,38739,15,1
5466,41860,16,1
5466,34862,17,1
5466,29311,18,0
5466,39612,19,0
5466,40386,20,0
5466,33560,21,0
5466,23375,22,0
5466,21938,23,0
5466,10749,24,0
5466,16837,25,0
5466,2965,26,0
5466,32655,27,0
5466,21616,28,0
5466,21903,29,1
5466,14467,30,0
5466,33508,31,0
5466,49131,32,1
5466,35752,33,0
5619,43889,1,1
5619,29344,2,1
5619,42450,3,0
5619,5358,4,0
5696,14874,1,1
5696,20178,2,1
5696,26800,3,0
5950,40897,1,0
5950,19894,2,0
5950,4317,3,0
5950,40166,4,0
5950,8047,5,0
6000,12872,1,0
6000,38273,2,0
6000,18370,3,0
6000,22935,4,1
6000,10749,5,0
6000,33731,6,0
6000,34126,7,0
6000,21872,8,0
6000,26369,9,1
6000,47626,10,1
6000,30391,11,1
6000,35336,12,1
6000,15153,13,0
6000,33956,14,0
6286,13176,1,1
6286,25138,2,1
6286,47209,3,1
6286,18027,4,1
6286,22035,5,1
6286,47626,6,1
6286,38281,7,1
6286,40545,8,0
6286,1818,9,1
6286,7260,10,0
6286,42110,11,1
6286,29898,12,0
6286,18272,13,0
6286,38557,14,0
6286,39557,15,0
6286,37022,16,1
6349,2481,1,0
6349,23026,2,1
6349,4210,3,1
6349,24816,4,1
6349,36058,5,1
6355,25691,1,1
6355,35045,2,1
6355,41844,3,1
6355,47086,4,1
6355,2974,5,1
6355,42811,6,0
6355,46692,7,0
6355,17080,8,0
6355,24852,9,1
6355,21019,10,0
6355,6550,11,0
6355,40261,12,0
6355,49605,13,0
6355,21405,14,0
6355,20512,15,1
6355,42356,16,1
6355,7969,17,1
6355,9261,18,0
6434,20955,1,0
6434,28199,2,1
6434,9387,3,1
6434,13176,4,1
6434,35603,5,0
6434,2411,6,0
6552,44632,1,0
6552,34175,2,0
6552,49026,3,1
6552,10106,4,1
6552,36923,5,1
6552,45223,6,1
6552,49683,7,1
6552,28058,8,1
6552,7324,9,1
6552,7762,10,1
6552,2732,11,1
6552,12144,12,0
6552,15414,13,0
6552,43221,14,1
6552,21150,15,0
6842,2421,1,1
6842,35682,2,1
6842,30690,3,1
6842,24852,4,1
6842,19156,5,1
6842,25217,6,1
6842,45346,7,1
6842,17766,8,1
6842,10863,9,1
6842,7076,10,1
6842,18926,11,1
6842,26168,12,1
6842,12276,13,1
6842,30011,14,1
6842,20282,15,1
6842,34448,16,1
6842,6748,17,1
6842,48925,18,1
6842,27664,19,1
6842,43621,20,1
6842,10315,21,1
6842,48246,22,1
6842,5479,23,1
6842,24561,24,1
6842,12889,25,1
6842,16291,26,1
6842,12614,27,1
6842,45246,28,1
6842,38837,29,1
6842,2979,30,1
6842,12312,31,1
6842,49610,32,1
6842,42736,33,1
6842,31467,34,1
6842,206,35,1
6842,11140,36,1
6842,12564,37,1
6842,7893,38,1
6842,25350,39,1
6842,32560,40,1
6842,27243,41,0
6842,1240,42,1
6842,40268,43,1
6842,11006,44,0
6842,47630,45,1
6842,48874,46,0
6842,1981,47,0
6842,7898,48,0
6842,40706,49,1
6842,23840,50,1
6842,7821,51,0
6842,42768,52,0
6842,16452,53,0
6842,9531,54,0
8116,43565,1,1
8116,7925,2,0
8116,29487,3,0
8116,11827,4,0
8116,39620,5,0
8116,45938,6,0
8213,5735,1,0
8213,48745,2,0
8213,33746,3,0
8213,46667,4,0
8213,42625,5,0
8213,7503,6,0
8213,5612,7,0
8213,890,8,1
8839,25830,1,0
8839,32943,2,1
8839,48370,3,1
8839,39408,4,0
8839,17600,5,0
8839,34358,6,0
8839,28215,7,0
8839,37489,8,0
9238,19046,1,1
9238,4962,2,1
9238,40576,3,1
9238,2120,4,1
9238,37923,5,1
9934,44479,1,1
9934,2825,2,0
9934,37203,3,0
9934,7777,4,0
9934,27966,5,1
9934,1215,6,1
9934,19086,7,1
9934,24852,8,1
9934,40632,9,1
9934,22195,10,1
9934,43768,11,1
9934,10749,12,1
9934,25715,13,1
9934,37646,14,1
9934,1408,15,1
9934,39275,16,1
9934,17352,17,1
9934,1940,18,1
9934,27344,19,0
9934,29642,20,0
9934,43040,21,0
9934,45642,22,0
9934,3007,23,0
10156,14084,1,1
10156,31288,2,1
10156,17553,3,1
10156,12745,4,1
10156,17949,5,1
10156,24852,6,1
10156,45364,7,1
10156,39619,8,1
10156,26915,9,1
10156,27105,10,1
10156,44275,11,1
10162,24852,1,1
10162,260,2,1
10162,12614,3,1
10162,21137,4,1
10162,5646,5,1
10162,18609,6,1
10162,24830,7,1
10162,36107,8,0
10162,30088,9,0
10371,2334,1,0
10371,46667,2,1
10371,21809,3,0
10371,22658,4,0
10371,38650,5,1
10371,22935,6,0
10371,1158,7,1
10371,48835,8,1
10371,47209,9,1
10371,26209,10,1
10371,26856,11,1
10371,40334,12,0
10371,26369,13,1
10371,8174,14,1
10371,27325,15,1
10371,30850,16,1
10371,40749,17,1
10371,11542,18,0
10642,19057,1,0
10642,19348,2,1
10642,39351,3,0
10642,22935,4,0
10642,27841,5,0
10642,44944,6,0
10642,43513,7,0
10791,30751,1,1
10791,16782,2,0
10791,22128,3,1
10818,29397,1,1
10818,37067,2,1
10818,43735,3,1
10818,24339,4,1
10818,22149,5,1
10818,31058,6,1
10818,7781,7,1
10818,45763,8,1
10818,43968,9,1
10818,14498,10,1
10818,2344,11,1
10818,24561,12,1
10818,26453,13,1
10818,28985,14,0
10818,48341,15,1
10818,659,16,1
10818,3957,17,0
10818,12420,18,1
10818,7175,19,0
10818,17789,20,0
10818,6870,21,0
10818,40228,22,1
10818,3142,23,0
10818,28921,24,1
10818,19162,25,0
10818,19057,26,0
10818,24184,27,1
10818,31950,28,0
10818,5725,29,1
10818,15610,30,0
10818,39942,31,0
10818,27104,32,0
10818,21288,33,1
10818,44234,34,0
10818,16710,35,0
10818,14925,36,0
10818,33168,37,0
10818,42310,38,0
10905,18465,1,1
10905,9405,2,1
10905,45478,3,1
10905,45061,4,1
10905,17616,5,1
10905,20955,6,1
10905,6336,7,1
10905,39527,8,1
10905,31654,9,1
10905,10032,10,1
10905,32650,11,1
10905,19871,12,1
10905,6974,13,1
10905,12993,14,1
10905,27355,15,1
10905,38890,16,1
10905,32265,17,1
10905,10145,18,1
10905,36322,19,1
10905,11168,20,1
10905,1957,21,1
10905,46844,22,1
10905,34429,23,1
10905,31564,24,1
10905,39249,25,1
10905,19080,26,1
10905,14147,27,1
10905,33237,28,1
10905,18432,29,1
10905,21573,30,1
10905,21849,31,1
11236,20919,1,0
11236,15160,2,1
11236,23909,3,1
11286,47766,1,1
11286,7041,2,0
11286,20734,3,0
11286,4920,4,0
11286,40706,5,1
11286,34022,6,0
11286,1700,7,1
11286,22025,8,1
11286,24706,9,0
11286,44632,10,1
11286,49520,11,0
11286,35221,12,1
11286,27845,13,0
11286,47759,14,0
11286,22935,15,0
11286,1999,16,0
11286,42625,17,0
11286,13176,18,1
11286,28934,19,0
12009,11491,1,0
12009,33198,2,0
12032,48559,1,1
12032,19894,2,1
12032,30776,3,1
12032,47626,4,1
12032,8736,5,1
12032,16083,6,1
12032,21137,7,1
12032,37022,8,1
12032,29574,9,1
12032,21174,10,1
12032,21841,11,1
12032,4421,12,1
12032,46969,13,1
12032,276,14,1
12032,26351,15,1
12032,2480,16,1
12032,35127,17,1
12032,27966,18,1
12032,23,19,1
12032,8277,20,1
12032,3962,21,1
12032,24583,22,1
12032,39475,23,1
12707,12036,1,1
12707,35108,2,0
12707,44987,3,0
12837,23594,1,1
12837,4920,2,1
12837,27966,3,1
12837,31040,4,1
13055,12078,1,1
13055,42265,2,0
13055,4149,3,1
13169,41950,1,0
13169,30391,2,0
13169,8277,3,1
13169,9517,4,0
13169,43968,5,0
13248,45613,1,1
13248,49667,2,1
13248,45282,3,1
13248,49518,4,1
13248,49416,5,1
13248,36664,6,1
13248,5699,7,1
13248,23148,8,1
13248,4942,9,1
13248,38395,10,1
13248,12564,11,1
13248,20199,12,1
13248,39032,13,1
13248,47295,14,1
13248,31683,15,1
13248,28241,16,1
13248,38837,17,1
13248,41385,18,1
13248,44267,19,1
13248,36315,20,1
13248,44801,21,1
13248,37553,22,1
13248,20955,23,1
13248,13870,24,1
13248,5423,25,0
13248,20447,26,0
13248,48811,27,0
13248,22478,28,0
13248,25551,29,0
13315,32478,1,1
13315,9362,2,1
13315,4962,3,1
13315,10125,4,1
13315,48733,5,1
13315,6846,6,1
13315,26510,7,1
13315,30668,8,0
13315,41238,9,0
13315,16063,10,0
13315,29586,11,0
13315,5011,12,0
13315,43955,13,0
13315,15860,14,1
13315,13654,15,1
13315,12015,16,0
13315,14948,17,0
13315,11123,18,0
13481,4942,1,1
13481,5550,2,1
13481,22298,3,1
13481,46496,4,0
13481,20082,5,0
13481,48004,6,1
13481,38714,7,0
13549,24703,1,0
13549,6907,2,0
13549,15264,3,0
13549,14584,4,0
13549,44100,5,1
13549,17699,6,0
13549,18813,7,0
13549,1357,8,0
13549,29917,9,0
13701,9123,1,0
13701,29497,2,0
13701,35291,3,0
13701,24403,4,1
13701,44570,5,1
13701,26802,6,1
13701,1017,7,1
13701,38371,8,1
13701,14111,9,1
13701,23226,10,1
13701,48071,11,1
13701,27033,12,1
13701,43459,13,1
13701,32478,14,1
13701,31564,15,1
13701,6046,16,0
13701,29429,17,0
13701,9656,18,0
13701,23645,19,0
13701,36551,20,0
13701,10502,21,0
13701,38891,22,0
13701,25407,23,0
13771,30776,1,1
13771,28373,2,1
13771,9337,3,0
13771,47155,4,0
13771,31964,5,1
13997,25588,1,1
13997,24852,2,1
13997,37646,3,1
13997,260,4,1
13997,49683,5,0
13997,10017,6,1
13997,42710,7,1
13997,20285,8,0
13997,16641,9,0
13997,27845,10,1
13997,35383,11,0
13997,42265,12,1
13997,21137,13,1
13997,27325,14,1
14043,39589,1,1
14043,3819,2,1
14043,24799,3,1
14043,16409,4,1
14043,329,5,1
14043,38834,6,1
14043,22025,7,1
14043,30962,8,1
14043,16363,9,1
14043,20082,10,1
14043,7559,11,0
14043,31433,12,1
14043,6187,13,1
14043,41844,14,0
14043,162,15,1
14083,16320,1,1
14083,17874,2,1
14083,47114,3,0
14083,10599,4,0
14083,48916,5,0
14083,10616,6,1
14246,9068,1,1
14246,30352,2,1
14246,7644,3,1
14246,49141,4,1
14246,5374,5,1
14246,34254,6,0
14246,29034,7,1
14246,45104,8,0
14246,43068,9,0
14314,11576,1,1
14314,13646,2,1
14314,26317,3,1
14314,33000,4,1
14314,42719,5,1
14314,43673,6,0
14314,45123,7,1
14314,9076,8,1
14314,21137,9,1
14314,30391,10,1
14314,47626,11,1
14314,42768,12,0
14314,4461,13,0
14314,27086,14,1
14314,43352,15,0
14314,37067,16,0
14314,8580,17,0
14314,11123,18,0
14314,47209,19,1
15016,36144,1,1
15016,5785,2,1
15016,16103,3,1
15016,19604,4,1
15016,42832,5,1
15016,16020,6,0
15019,8193,1,0
15019,17794,2,1
15019,4605,3,1
15019,10749,4,0
15019,21903,5,0
15019,4799,6,0
15019,21996,7,0
15019,49236,8,1
15019,23734,9,0
15019,42736,10,0
15019,1511,11,1
15019,23543,12,0
15019,890,13,0
15019,16578,14,0
15168,13176,1,1
15168,21267,2,0
15168,13198,3,0
15168,33731,4,1
15168,36070,5,0
15168,39928,6,0
15168,11090,7,1
15168,5451,8,0
15168,8277,9,1
15168,21278,10,1
15168,38647,11,0
15168,45007,12,0
15168,21137,13,1
15168,38419,14,0
15168,19048,15,0
15168,6598,16,1
15168,47209,17,0
15168,13535,18,1
15168,27104,19,0
15168,15872,20,0
15168,30489,21,1
15168,9284,22,0
15168,46969,23,0
15177,27469,1,0
15177,19345,2,0
15177,37849,3,0
15177,41844,4,0
15177,30910,5,1
15177,16844,6,1
15177,41276,7,1
15177,41311,8,1
15177,23405,9,1
15177,27686,10,1
15177,48535,11,1
15177,10957,12,1
15177,44475,13,1
15177,28157,14,1
15177,8424,15,0
15177,31338,16,1
15177,22282,17,1
15177,17490,18,1
15177,15537,19,1
15177,4161,20,0
15177,18762,21,0
15373,29754,1,0
15792,48745,1,0
15792,11182,2,1
15792,8518,3,1
15792,31717,4,0
15792,46667,5,1
15792,24964,6,0
15792,26369,7,1
15792,21938,8,1
15792,43988,9,1
16117,29447,1,1
16117,5785,2,1
16117,21137,3,1
16117,33819,4,1
16117,5206,5,1
16117,41290,6,1
16117,43875,7,1
16117,47888,8,1
16117,4753,9,1
16117,31130,10,0
16117,3275,11,0
16117,23622,12,0
16117,32864,13,0
16117,4605,14,0
16117,38739,15,1
16117,37646,16,1
16117,30391,17,0
16117,32020,18,0
16139,38072,1,0
16139,34358,2,1
16139,13988,3,0
16139,13176,4,1
16139,23339,5,1
16182,6184,1,1
16182,21903,2,0
16182,16797,3,1
16182,23719,4,0
16452,5479,1,0
16452,40612,2,1
16452,9387,3,1
16452,14335,4,0
16452,4932,5,0
16452,13198,6,0
16453,43290,1,1
16453,14696,2,1
16453,26800,3,1
16453,37646,4,1
16453,21938,5,1
16453,26209,6,1
16453,31717,7,1
16453,44359,8,1
16453,49683,9,1
16453,43961,10,0
17167,30492,1,1
17167,27845,2,1
17167,22504,3,1
17167,47866,4,0
17167,35779,5,0
17167,41817,6,0
17167,24296,7,0
17167,24209,8,0
17167,41063,9,0
17167,35633,10,0
17167,23291,11,0
17167,33929,12,0
17167,29127,13,1
17167,25146,14,0
17167,32553,15,0
17196,7978,1,0
17196,24852,2,1
17196,21709,3,1
17196,11777,4,1
17196,7628,5,1
17196,42585,6,1
17196,39275,7,1
17196,25804,8,1
17196,47626,9,1
17196,28985,10,1
17196,42625,11,1
17196,16759,12,1
17196,35163,13,1
17196,32303,14,0
17196,30391,15,0
17196,25283,16,0
17196,44368,17,0
17196,46979,18,0
17207,12341,1,1
17207,19057,2,1
17207,18352,3,0
17207,7478,4,0
17207,13440,5,1
17207,2228,6,0
17207,11538,7,1
17207,3896,8,1
17207,27144,9,0
17207,15113,10,0
17207,27104,11,1
17207,3952,12,0
17207,33438,13,0
17207,12036,14,1
17207,38051,15,0
17207,39040,16,1
17207,24964,17,1
17207,33731,18,1
17207,28986,19,1
17207,40724,20,1
17207,11182,21,1
17207,3843,22,1
17538,38890,1,0
17538,38739,2,0
17538,24184,3,0
17538,27065,4,1
17538,28156,5,1
17986,47683,1,1
18162,41253,1,0
18162,20711,2,1
18162,5206,3,1
18162,38371,4,1
18162,41777,5,1
18162,33493,6,1
18162,63,7,0
18162,3263,8,0
18162,5126,9,0
18162,29512,10,1
18162,41592,11,0
18205,5450,1,1
18205,11201,2,1
18205,35419,3,1
18318,49440,1,0
18318,1463,2,0
18318,47253,3,0
18318,8230,4,0
18318,5063,5,0
18318,13329,6,1
18713,41556,1,1
18713,40174,2,1
18713,17550,3,1
18713,6081,4,1
18713,36029,5,1
18713,7035,6,1
18713,17427,7,0
18713,31717,8,0
18713,31506,9,0
18731,17316,1,1
18731,30391,2,1
18731,4086,3,0
18731,45906,4,1
18731,20114,5,0
18798,5098,1,0
18798,11201,2,1
18798,14134,3,0
18798,31471,4,0
18798,5460,5,1
18798,12149,6,0
18798,25691,7,1
19739,31921,1,1
19739,4514,2,0
19739,24915,3,0
19946,4210,1,1
19946,14788,2,1
19946,36186,3,1
19946,10613,4,0
20008,130,1,0
20008,33720,2,0
20008,5346,3,0
20008,10685,4,0
20008,22469,5,0
20008,16974,6,0
20008,4557,7,0
20008,13535,8,0
20162,13176,1,1
20162,21903,2,1
20162,4799,3,1
20162,12745,4,1
20162,19057,5,1
20162,37011,6,1
20162,43961,7,1
20162,22142,8,1
20162,21137,9,1
20253,42701,1,0
20253,40691,2,0
20253,28615,3,0
20253,5603,4,0
20253,12013,5,1
20253,29675,6,0
20253,46344,7,0
20253,41860,8,1
20253,11959,9,1
20253,35898,10,0
20253,4932,11,0
20253,47418,12,0
20253,31506,13,0
20253,38746,14,0
20253,22971,15,1
20253,19297,16,0
20317,10258,1,1
20408,34431,1,0
20408,19585,2,0
20408,27356,3,1
20408,37860,4,0
20440,37147,1,0
20440,23075,2,0
20440,48204,3,0
20440,27292,4,0
21580,37795,1,1
21580,26629,2,1
21580,27246,3,1
21580,7963,4,1
21580,12333,5,1
21582,42265,1,1
21582,45007,2,1
21582,35951,3,1
21582,44449,4,1
21582,47209,5,1
21582,39877,6,1
21582,13176,7,1
21582,33575,8,1
21582,27966,9,1
21582,40396,10,1
21582,15151,11,1
21582,16744,12,1
21582,44670,13,1
21582,15290,14,1
21582,21903,15,1
21582,18471,16,1
21582,24489,17,1
21582,8518,18,1
21582,37462,19,1
21582,27695,20,1
21582,48679,21,1
21582,30489,22,1
21582,47626,23,1
21582,44229,24,1
21720,16797,1,1
21720,47766,2,0
21720,39468,3,0
21720,46979,4,1
21720,6221,5,0
21720,17021,6,1
21796,2666,1,0
21796,24686,2,0
21796,35964,3,0
21796,6870,4,0
21796,32771,5,0
21796,7338,6,1
21796,6835,7,0
21957,11281,1,1
21957,18987,2,1
21957,17316,3,1
21957,45239,4,1
22186,12456,1,1
22186,13176,2,1
22186,33956,3,1
22186,26728,4,1
22186,30305,5,1
22186,12206,6,1
22186,46906,7,1
22186,35948,8,1
22186,47766,9,1
22186,34429,10,1
22186,3266,11,1
22186,34358,12,0
22186,34137,13,1
22186,33198,14,0
22594,17902,1,1
22594,24532,2,1
22735,16797,1,1
22735,37710,2,0
23034,15981,1,1
23034,5928,2,1
23034,18531,3,0
23034,45161,4,1
23034,20241,5,1
23034,33015,6,0
23034,6747,7,1
23034,8588,8,1
23034,23888,9,1
23034,41519,10,1
23294,49628,1,1
23294,33000,2,1
23294,27392,3,1
23294,7781,4,1
23294,4799,5,1
23294,20082,6,1
23294,18465,7,1
23294,45083,8,1
23294,23236,9,1
23294,9808,10,1
23294,5491,11,1
23294,1376,12,1
23294,6719,13,1
23294,2124,14,1
23294,44375,15,1
23294,33290,16,1
23294,311,17,1
23294,12456,18,0
23294,22950,19,0
23294,31506,20,0
23294,24964,21,0
23294,30305,22,0
23294,10749,23,0
23294,40992,24,0
23294,31727,25,0
23294,34126,26,0
23294,7746,27,0
23294,33731,28,0
23294,25087,29,0
23294,8955,30,0
23294,42389,31,0
23294,30391,32,0
23294,13076,33,0
23294,22922,34,0
23294,9018,35,0
24386,287,1,1
24565,43086,1,1
24565,47209,2,0
24565,45007,3,1
24565,48745,4,1
24565,36070,5,1
24565,49683,6,0
24565,26800,7,1
24565,20161,8,1
24565,730,9,0
24734,8370,1,0
24734,27071,2,0
24734,5766,3,0
24734,6340,4,0
24734,45668,5,1
24734,9878,6,1
24734,16953,7,0
24734,40825,8,0
24734,27572,9,0
24734,46746,10,0
24734,24343,11,0
24734,6408,12,0
24734,36910,13,0
24734,26276,14,0
24734,17574,15,0
24734,6654,16,1
24734,44710,17,0
24734,24660,18,0
24734,39132,19,0
24734,11507,20,0
24734,47882,21,0
24734,42770,22,0
24734,16288,23,0
24996,4210,1,1
24996,37940,2,1
24996,9901,3,1
24996,22695,4,1
24996,7364,5,1
24996,24142,6,1
24996,16797,7,1
24996,24184,8,1
24996,21938,9,1
24996,17008,10,1
24996,32689,11,1
24996,38557,12,1
24996,24382,13,0
24996,8193,14,1
24996,30391,15,1
24996,9376,16,0
24996,38672,17,0
25522,34584,1,1
25522,27966,2,1
25522,26604,3,1
26146,24852,1,1
26146,47209,2,1
26146,37646,3,1
26733,33135,1,1
26733,14711,2,0
26733,34320,3,0
26733,39275,4,1
26733,48679,5,1
26733,14704,6,0
26733,34044,7,1
26733,27845,8,1
26733,21405,9,1
26733,49401,10,0
26733,28593,11,0
26733,43545,12,0
26733,38452,13,1
26733,44317,14,0
26733,46166,15,0
26733,14010,16,0
26733,27966,17,1
26733,12341,18,1
26733,24279,19,0
26733,42460,20,0
26733,9839,21,1
26733,20431,22,0
26733,48072,23,0
26733,18918,24,0
26733,4302,25,0
26733,21083,26,0
26733,42701,27,0
26733,11005,28,0
26733,4799,29,0
26733,34763,30,0
26733,34099,31,0
26733,17619,32,0
26733,43789,33,0
26733,34530,34,1
26733,26940,35,0
26733,44987,36,0
26749,12427,1,1
26749,31651,2,1
26749,39657,3,1
26751,23352,1,0
26751,9079,2,0
26751,19653,3,1
26751,38154,4,0
26751,5097,5,1
26751,17008,6,1
26751,1263,7,1
26751,4605,8,1
26751,44142,9,0
26751,19584,10,1
26751,38063,11,1
26751,34969,12,1
26751,47226,13,1
26751,40542,14,0
26751,9759,15,1
26751,47626,16,1
26751,14147,17,1
26751,26384,18,1
26751,15290,19,1
26751,2295,20,1
26751,46307,21,0
26751,13471,22,1
26751,43967,23,0
26809,24852,1,1
26809,45066,2,1
26809,41787,3,1
26809,16797,4,0
26809,287,5,1
26809,34841,6,1
26809,38273,7,1
26809,47366,8,1
26809,5748,9,1
26809,44042,10,1
26809,45615,11,1
26809,45,12,0
26809,37886,13,0
26809,47626,14,1
26809,47357,15,1
26809,10549,16,0
26809,46522,17,0
26809,35762,18,0
26809,32330,19,1
26809,30021,20,1
26809,14072,21,0
26809,11827,22,0
26809,28156,23,0
26809,49517,24,0
26809,34050,25,1
26809,12791,26,0
26809,43263,27,0
26809,16464,28,0
26809,18465,29,0
26809,14897,30,1
26809,23011,31,0
26809,22849,32,0
26809,12732,33,1
27076,5785,1,1
27076,30659,2,0
27076,29900,3,0
27076,47672,4,0
27076,48800,5,1
27076,12276,6,1
27076,38876,7,0
27112,35221,1,1
27112,26620,2,1
27112,42265,3,1
27112,1463,4,1
27112,40545,5,1
27112,21709,6,1
27112,25133,7,1
27112,14633,8,1
27112,26810,9,1
27112,15697,10,1
27112,24288,11,1
27112,18377,12,1
27112,20842,13,1
27112,29328,14,1
27112,4367,15,0
27112,27344,16,1
27112,8516,17,1
27112,9550,18,1
27112,44820,19,1
27112,30489,20,1
27374,28465,1,1
27374,36865,2,1
27374,22035,3,1
27374,49610,4,1
27374,8490,5,0
27374,27086,6,0
27374,1511,7,0
27374,38453,8,0
27374,47616,9,1
27374,37158,10,0
27374,47626,11,0
27374,41966,12,0
27374,17794,13,0
27374,8277,14,0
27374,34358,15,0
27374,13083,16,0
27374,11352,17,0
27374,34430,18,1
27374,44632,19,1
27374,8615,20,0
27374,5456,21,0
27374,12756,22,0
27374,6187,23,0
27374,47672,24,0
27956,24852,1,1
27956,28080,2,1
